time,HL_WIND,IM_WIND,JL_WIND,LN_WIND,HL_SOLAR,IM_SOLAR,JL_SOLAR,LN_SOLAR
12/21/2022 9:00,0.068,0.806,0.481,0.041,0.214,0.4,0.509,0.533
12/21/2022 10:00,0.064,0.759,0.289,0.04,0.33,0.658,0.647,0.666
12/21/2022 11:00,0.069,0.808,0.227,0.065,0.454,0.771,0.688,0.693
12/21/2022 12:00,0.064,0.811,0.238,0.106,0.5,0.78,0.663,0.674
12/21/2022 13:00,0.057,0.821,0.291,0.145,0.383,0.716,0.562,0.585
12/21/2022 14:00,0.042,0.816,0.332,0.155,0.22,0.574,0.376,0.418
12/21/2022 15:00,0.101,0.765,0.459,0.162,0.026,0.335,0.122,0.18
12/21/2022 16:00,0.201,0.836,0.67,0.22,0,0.033,0,0.001
12/21/2022 17:00,0.292,0.877,0.779,0.264,0,0,0,0
12/21/2022 18:00,0.285,0.881,0.813,0.293,0,0,0,0
12/21/2022 19:00,0.231,0.865,0.816,0.3,0,0,0,0
12/21/2022 20:00,0.167,0.844,0.809,0.291,0,0,0,0
12/21/2022 21:00,0.145,0.822,0.799,0.27,0,0,0,0
12/21/2022 22:00,0.144,0.804,0.786,0.236,0,0,0,0
12/21/2022 23:00,0.121,0.799,0.756,0.194,0,0,0,0
12/22/2022 0:00,0.112,0.794,0.726,0.153,0,0,0,0
12/22/2022 1:00,0.122,0.788,0.712,0.118,0,0,0,0
12/22/2022 2:00,0.137,0.788,0.71,0.098,0,0,0,0
12/22/2022 3:00,0.146,0.791,0.7,0.087,0,0,0,0
12/22/2022 4:00,0.145,0.785,0.666,0.082,0,0,0,0
12/22/2022 5:00,0.153,0.787,0.626,0.093,0,0,0,0
12/22/2022 6:00,0.158,0.79,0.601,0.118,0,0,0,0
12/22/2022 7:00,0.155,0.8,0.571,0.125,0.011,0,0.013,0.017
12/22/2022 8:00,0.131,0.814,0.505,0.091,0.092,0.088,0.196,0.157
12/22/2022 9:00,0.136,0.806,0.388,0.042,0.199,0.271,0.454,0.443
12/22/2022 10:00,0.133,0.865,0.223,0.074,0.304,0.484,0.624,0.607
12/22/2022 11:00,0.111,0.874,0.152,0.143,0.325,0.699,0.666,0.659
12/22/2022 12:00,0.083,0.866,0.138,0.214,0.313,0.743,0.635,0.646
12/22/2022 13:00,0.05,0.87,0.141,0.264,0.217,0.686,0.513,0.56
12/22/2022 14:00,0.022,0.808,0.129,0.25,0.114,0.545,0.305,0.372
12/22/2022 15:00,0.011,0.748,0.144,0.259,0.01,0.304,0.082,0.144
12/22/2022 16:00,0.003,0.777,0.146,0.37,0,0.025,0,0
12/22/2022 17:00,0,0.817,0.121,0.512,0,0,0,0
12/22/2022 18:00,0,0.837,0.089,0.637,0,0,0,0
12/22/2022 19:00,0,0.865,0.067,0.717,0,0,0,0
12/22/2022 20:00,0.002,0.866,0.057,0.753,0,0,0,0
12/22/2022 21:00,0.017,0.898,0.064,0.763,0,0,0,0
12/22/2022 22:00,0.058,0.939,0.107,0.759,0,0,0,0
12/22/2022 23:00,0.118,0.973,0.14,0.707,0,0,0,0
12/23/2022 0:00,0.175,0.983,0.157,0.617,0,0,0,0
12/23/2022 1:00,0.214,0.985,0.137,0.495,0,0,0,0
12/23/2022 2:00,0.259,0.98,0.117,0.448,0,0,0,0
12/23/2022 3:00,0.28,0.978,0.115,0.42,0,0,0,0
12/23/2022 4:00,0.275,0.982,0.187,0.432,0,0,0,0
12/23/2022 5:00,0.201,0.989,0.324,0.446,0,0,0,0
12/23/2022 6:00,0.191,0.991,0.44,0.459,0,0,0,0
12/23/2022 7:00,0.173,0.991,0.505,0.502,0.001,0,0.007,0.006
12/23/2022 8:00,0.126,0.991,0.525,0.522,0.021,0.033,0.127,0.137
12/23/2022 9:00,0.083,0.987,0.412,0.525,0.052,0.121,0.353,0.43
12/23/2022 10:00,0.051,0.986,0.276,0.633,0.091,0.208,0.523,0.59
12/23/2022 11:00,0.039,0.986,0.278,0.819,0.083,0.272,0.56,0.598
12/23/2022 12:00,0.039,0.987,0.311,0.837,0.067,0.297,0.537,0.591
12/23/2022 13:00,0.04,0.99,0.317,0.826,0.044,0.262,0.439,0.514
12/23/2022 14:00,0.033,0.991,0.285,0.809,0.018,0.178,0.249,0.369
12/23/2022 15:00,0.017,0.984,0.322,0.789,0,0.076,0.054,0.156
12/23/2022 16:00,0.004,0.956,0.374,0.768,0,0.003,0,0.001
12/23/2022 17:00,0.001,0.926,0.42,0.74,0,0,0,0
12/23/2022 18:00,0.002,0.868,0.459,0.709,0,0,0,0
12/23/2022 19:00,0.002,0.767,0.501,0.7,0,0,0,0
12/23/2022 20:00,0.003,0.741,0.557,0.695,0,0,0,0
12/23/2022 21:00,0.004,0.727,0.586,0.693,0,0,0,0
12/23/2022 22:00,0.011,0.695,0.586,0.637,0,0,0,0
12/23/2022 23:00,0.024,0.738,0.582,0.607,0,0,0,0
12/24/2022 0:00,0.048,0.753,0.531,0.587,0,0,0,0
12/24/2022 1:00,0.083,0.712,0.441,0.558,0,0,0,0
12/24/2022 2:00,0.117,0.686,0.465,0.519,0,0,0,0
12/24/2022 3:00,0.141,0.703,0.432,0.479,0,0,0,0
12/24/2022 4:00,0.165,0.709,0.394,0.438,0,0,0,0
12/24/2022 5:00,0.168,0.719,0.364,0.403,0,0,0,0
12/24/2022 6:00,0.147,0.733,0.315,0.358,0,0,0,0
12/24/2022 7:00,0.106,0.75,0.246,0.301,0.016,0,0.012,0.043
12/24/2022 8:00,0.071,0.788,0.158,0.164,0.195,0.089,0.181,0.323
12/24/2022 9:00,0.031,0.849,0.063,0.107,0.419,0.242,0.38,0.551
12/24/2022 10:00,0.017,0.878,0.013,0.078,0.519,0.468,0.518,0.682
12/24/2022 11:00,0.028,0.907,0.007,0.058,0.471,0.633,0.599,0.736
12/24/2022 12:00,0.059,0.945,0.013,0.082,0.365,0.705,0.647,0.717
12/24/2022 13:00,0.09,0.968,0.028,0.118,0.258,0.568,0.549,0.629
12/24/2022 14:00,0.112,0.971,0.035,0.163,0.123,0.37,0.364,0.459
12/24/2022 15:00,0.13,0.959,0.055,0.188,0.011,0.173,0.088,0.209
12/24/2022 16:00,0.143,0.942,0.096,0.234,0,0.015,0,0.002
12/24/2022 17:00,0.132,0.926,0.169,0.298,0,0,0,0
12/24/2022 18:00,0.116,0.921,0.245,0.403,0,0,0,0
12/24/2022 19:00,0.097,0.896,0.266,0.55,0,0,0,0
12/24/2022 20:00,0.094,0.867,0.24,0.694,0,0,0,0
12/24/2022 21:00,0.088,0.851,0.18,0.799,0,0,0,0
12/24/2022 22:00,0.081,0.816,0.154,0.844,0,0,0,0
12/24/2022 23:00,0.066,0.789,0.174,0.813,0,0,0,0
12/25/2022 0:00,0.055,0.767,0.201,0.758,0,0,0,0
12/25/2022 1:00,0.049,0.755,0.202,0.7,0,0,0,0
12/25/2022 2:00,0.042,0.758,0.168,0.585,0,0,0,0
12/25/2022 3:00,0.047,0.735,0.116,0.523,0,0,0,0
12/25/2022 4:00,0.06,0.71,0.08,0.441,0,0,0,0
12/25/2022 5:00,0.064,0.701,0.062,0.333,0,0,0,0
12/25/2022 6:00,0.062,0.737,0.062,0.241,0,0,0,0
12/25/2022 7:00,0.077,0.788,0.085,0.188,0.01,0,0.007,0.051
12/25/2022 8:00,0.103,0.8,0.121,0.103,0.072,0.192,0.128,0.334
12/25/2022 9:00,0.096,0.727,0.129,0.036,0.158,0.466,0.32,0.556
12/25/2022 10:00,0.156,0.804,0.161,0.085,0.192,0.641,0.529,0.68
12/25/2022 11:00,0.248,0.839,0.228,0.177,0.197,0.759,0.665,0.709
12/25/2022 12:00,0.284,0.842,0.294,0.183,0.158,0.771,0.702,0.664
12/25/2022 13:00,0.279,0.827,0.312,0.178,0.106,0.696,0.603,0.609
12/25/2022 14:00,0.242,0.793,0.291,0.16,0.047,0.563,0.413,0.44
12/25/2022 15:00,0.197,0.675,0.332,0.101,0.001,0.336,0.143,0.184
12/25/2022 16:00,0.224,0.618,0.466,0.093,0,0.035,0,0.001
12/25/2022 17:00,0.294,0.637,0.603,0.18,0,0,0,0
12/25/2022 18:00,0.289,0.654,0.714,0.428,0,0,0,0
12/25/2022 19:00,0.264,0.678,0.792,0.529,0,0,0,0
12/25/2022 20:00,0.246,0.702,0.841,0.525,0,0,0,0
12/25/2022 21:00,0.2,0.719,0.85,0.451,0,0,0,0
12/25/2022 22:00,0.163,0.724,0.854,0.343,0,0,0,0
12/25/2022 23:00,0.157,0.744,0.778,0.241,0,0,0,0
12/26/2022 0:00,0.147,0.77,0.574,0.147,0,0,0,0
12/26/2022 1:00,0.145,0.781,0.378,0.064,0,0,0,0
12/26/2022 2:00,0.13,0.78,0.261,0.017,0,0,0,0
12/26/2022 3:00,0.118,0.766,0.156,0.009,0,0,0,0
12/26/2022 4:00,0.105,0.739,0.05,0.021,0,0,0,0
12/26/2022 5:00,0.084,0.7,0.002,0.038,0,0,0,0
12/26/2022 6:00,0.094,0.648,0.001,0.053,0,0,0,0
12/26/2022 7:00,0.111,0.58,0.016,0.068,0.015,0,0.027,0.027
12/26/2022 8:00,0.118,0.495,0.099,0.059,0.185,0.038,0.278,0.137
12/26/2022 9:00,0.117,0.372,0.213,0.025,0.443,0.107,0.508,0.281
12/26/2022 10:00,0.151,0.29,0.14,0.024,0.635,0.168,0.637,0.409
12/26/2022 11:00,0.164,0.37,0.085,0.155,0.702,0.237,0.644,0.492
12/26/2022 12:00,0.145,0.593,0.091,0.296,0.659,0.411,0.522,0.556
12/26/2022 13:00,0.11,0.757,0.116,0.379,0.552,0.567,0.313,0.511
12/26/2022 14:00,0.075,0.811,0.123,0.364,0.318,0.493,0.135,0.389
12/26/2022 15:00,0.035,0.798,0.165,0.376,0.045,0.261,0.027,0.157
12/26/2022 16:00,0.008,0.812,0.252,0.488,0,0.02,0,0.001
12/26/2022 17:00,0.001,0.819,0.288,0.538,0,0,0,0
12/26/2022 18:00,0,0.812,0.249,0.541,0,0,0,0
12/26/2022 19:00,0,0.805,0.166,0.567,0,0,0,0
12/26/2022 20:00,0,0.79,0.074,0.595,0,0,0,0
12/26/2022 21:00,0,0.751,0.017,0.564,0,0,0,0
12/26/2022 22:00,0.001,0.705,0.002,0.464,0,0,0,0
12/26/2022 23:00,0.005,0.674,0.018,0.349,0,0,0,0
12/27/2022 0:00,0.026,0.642,0.067,0.175,0,0,0,0
12/27/2022 1:00,0.064,0.593,0.14,0.077,0,0,0,0
12/27/2022 2:00,0.096,0.515,0.233,0.109,0,0,0,0
12/27/2022 3:00,0.118,0.448,0.345,0.281,0,0,0,0
12/27/2022 4:00,0.118,0.389,0.425,0.447,0,0,0,0
12/27/2022 5:00,0.096,0.332,0.485,0.523,0,0,0,0
12/27/2022 6:00,0.071,0.292,0.528,0.526,0,0,0,0
12/27/2022 7:00,0.05,0.27,0.599,0.496,0.042,0,0.013,0.02
12/27/2022 8:00,0.019,0.235,0.626,0.432,0.281,0.103,0.203,0.232
12/27/2022 9:00,0.006,0.169,0.484,0.49,0.512,0.305,0.408,0.462
12/27/2022 10:00,0.011,0.093,0.416,0.547,0.645,0.513,0.481,0.607
12/27/2022 11:00,0.035,0.05,0.456,0.535,0.698,0.627,0.44,0.64
12/27/2022 12:00,0.072,0.029,0.464,0.544,0.663,0.641,0.435,0.631
12/27/2022 13:00,0.1,0.02,0.457,0.57,0.536,0.563,0.364,0.544
12/27/2022 14:00,0.107,0.016,0.425,0.607,0.315,0.405,0.211,0.389
12/27/2022 15:00,0.101,0.022,0.338,0.599,0.05,0.21,0.054,0.158
12/27/2022 16:00,0.099,0.048,0.337,0.598,0,0.02,0,0.001
12/27/2022 17:00,0.079,0.087,0.35,0.626,0,0,0,0
12/27/2022 18:00,0.065,0.126,0.358,0.649,0,0,0,0
12/27/2022 19:00,0.049,0.15,0.334,0.644,0,0,0,0
12/27/2022 20:00,0.048,0.158,0.277,0.624,0,0,0,0
12/27/2022 21:00,0.054,0.167,0.201,0.593,0,0,0,0
12/27/2022 22:00,0.055,0.167,0.132,0.566,0,0,0,0
12/27/2022 23:00,0.047,0.15,0.08,0.56,0,0,0,0
12/28/2022 0:00,0.045,0.107,0.052,0.526,0,0,0,0
12/28/2022 1:00,0.044,0.078,0.041,0.464,0,0,0,0
12/28/2022 2:00,0.046,0.053,0.038,0.437,0,0,0,0
12/28/2022 3:00,0.049,0.041,0.034,0.435,0,0,0,0
12/28/2022 4:00,0.042,0.051,0.026,0.421,0,0,0,0
12/28/2022 5:00,0.025,0.098,0.021,0.398,0,0,0,0
12/28/2022 6:00,0.011,0.175,0.017,0.388,0,0,0,0
12/28/2022 7:00,0.004,0.227,0.013,0.395,0.071,0,0.001,0.022
12/28/2022 8:00,0.003,0.291,0.007,0.356,0.265,0.052,0.046,0.216
12/28/2022 9:00,0.021,0.358,0.002,0.392,0.377,0.171,0.118,0.436
12/28/2022 10:00,0.045,0.374,0.001,0.372,0.452,0.269,0.201,0.549
12/28/2022 11:00,0.103,0.41,0.006,0.388,0.407,0.362,0.272,0.53
12/28/2022 12:00,0.156,0.454,0.025,0.419,0.248,0.41,0.322,0.286
12/28/2022 13:00,0.18,0.488,0.056,0.501,0.144,0.344,0.317,0.158
12/28/2022 14:00,0.181,0.513,0.086,0.566,0.065,0.229,0.195,0.079
12/28/2022 15:00,0.18,0.535,0.121,0.578,0.005,0.092,0.046,0.022
12/28/2022 16:00,0.198,0.53,0.204,0.566,0,0.003,0,0
12/28/2022 17:00,0.208,0.519,0.292,0.566,0,0,0,0
12/28/2022 18:00,0.183,0.525,0.323,0.58,0,0,0,0
12/28/2022 19:00,0.154,0.555,0.292,0.589,0,0,0,0
12/28/2022 20:00,0.134,0.595,0.218,0.567,0,0,0,0
12/28/2022 21:00,0.136,0.664,0.125,0.574,0,0,0,0
12/28/2022 22:00,0.131,0.746,0.049,0.543,0,0,0,0
12/28/2022 23:00,0.112,0.822,0.046,0.535,0,0,0,0
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
